Extract Date,Source,Name,Value,Sheet,Ref,Table,Row,Col
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_AddbackDepreciation_Amortisation_III_BaseYear_plus_1_0,122.7,Accounts,,Cash,AddbackDepreciation_Amortisation,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Inventory_III_31_12_21_0,197.5,Accounts,,BS,Inventory,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Totalobligations_III_BaseYear_minus_2_0,,Accounts,,Cash,Totalobligations,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1701_III_BaseYear_minus_2_0,,Accounts,,Cash,Row1701,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Accruals_OtherCreditors_III_31_12_23_0,116.60000000000001,Accounts,,BS,Accruals_OtherCreditors,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_Site_BuildingsModifications_III_CurrentYear_0,,Accounts,,Info,Site_BuildingsModifications,CurrentYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Interest_DividendsReceivable_III_31_12_19_0,0.0,Accounts,,PL,Interest_DividendsReceivable,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Directorsloans_III_BaseYear_plus_5_0,0.0,Accounts,,Cash,Directorsloans,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row721_III_31_12_18_0,,Accounts,,PL,Row721,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Tax_III_31_12_18_0,19.0,Accounts,,PL,Tax,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Bank_Cash_III_31_12_19_0,272.0,Accounts,,BS,Bank_Cash,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_OpeningCashBalance_minus_includesFacilities_III_BaseYear_plus_3_0,,Accounts,,Cash,OpeningCashBalance_minus_includesFacilities,BaseYear_plus_3
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_OtherDividendsPaid_III_CurrentYear_0,,Accounts,,Info,OtherDividendsPaid,CurrentYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1311_III_BaseYear_0,€000's,Accounts,,Cash,Row1311,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_VAT_PAYE_PRSIpaid_Recvedinyear_III_CurrentYear_0,692.0,Accounts,,Info,VAT_PAYE_PRSIpaid_Recvedinyear,CurrentYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TangibleFixedAssets_III_30_12_24_0,1058.8,Accounts,,BS,TangibleFixedAssets,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Servicingoffunding_III_BaseYear_plus_5_0,,Accounts,,Cash,Servicingoffunding,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row691_III_31_12_18_0,,Accounts,,PL,Row691,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OwnProduct_ServiceProducedinIrelandExported_III_31_12_18_0,334.0,Accounts,,PL,OwnProduct_ServiceProducedinIrelandExported,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Profit_LossbeforeTax_III_31_12_25_0,,Accounts,,PL,Profit_LossbeforeTax,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TangibleFixedAssets_III_31_12_21_0,1287.8,Accounts,,BS,TangibleFixedAssets,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1471_III_BaseYear_plus_4_0,,Accounts,,Cash,Row1471,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_Site_BuildingsPurchase_III_BaseYear_minus_1_0,,Accounts,,Info,Site_BuildingsPurchase,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_IndirectLabourexcludingRDSalaries_III_31_12_23_0,435.0,Accounts,,PL,IndirectLabourexcludingRDSalaries,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1451_III_BaseYear_minus_2_0,,Accounts,,Cash,Row1451,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Stocks_III_BaseYear_plus_5_0,0.0,Accounts,,Cash,Stocks,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Purchases_III_31_12_18_0,1160.45,Accounts,,PL,Purchases,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_ProfitRetainedfortheYear_III_BaseYear_plus_5_0,,Accounts,,Cash,ProfitRetainedfortheYear,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row551_III_31_12_19_0,,Accounts,,PL,Row551,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Longtermloans_III_BaseYear_plus_5_0,0.0,Accounts,,Cash,Longtermloans,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_TotalIrishLabourCosts000s_III_BaseYear_plus_4_0,1615.0,Accounts,,Info,TotalIrishLabourCosts000s,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_No.ofIrishBasedRDEmployeesYE_III_BaseYear_plus_2_0,,Accounts,,Info,No.ofIrishBasedRDEmployeesYE,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OwnProduct_ServiceProducedSoldinIreland_III_30_12_24_0,2608.0,Accounts,,PL,OwnProduct_ServiceProducedSoldinIreland,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1511_III_BaseYear_plus_4_0,,Accounts,,Cash,Row1511,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Group_III_BaseYear_plus_2_0,0.0,Accounts,,Cash,Group,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_NetCurrentAssets_III_31_12_23_0,590.5,Accounts,,BS,NetCurrentAssets,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_No.ofGlobalRDEmployeesYE_III_BaseYear_plus_2_0,16.0,Accounts,,Info,No.ofGlobalRDEmployeesYE,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_EIEquityAssistanceThisapplicationonly_III_31_12_25_0,0.0,Accounts,,BS,EIEquityAssistanceThisapplicationonly,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Investments_III_31_12_22_0,,Accounts,,BS,Investments,31_12_22
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Directors_ShareholdersLoans_III_31_12_25_0,0.0,Accounts,,BS,Directors_ShareholdersLoans,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Non_minus_OperatingExpenses_Gains_III_31_12_19_0,-43.5,Accounts,,PL,Non_minus_OperatingExpenses_Gains,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Other_III_BaseYear_plus_5_0,0.0,Accounts,,Cash,Other,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Preferredequity_III_BaseYear_plus_5_0,0.0,Accounts,,Cash,Preferredequity,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row551_III_30_12_24_0,0.0,Accounts,,PL,Row551,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1911_III_BaseYear_minus_1_0,,Accounts,,Cash,Row1911,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_CostofSales_III_31_12_19_0,2166.0,Accounts,,PL,CostofSales,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_WorkingCapitalIncrease_Decrease_III_BaseYear_minus_2_0,,Accounts,,Cash,WorkingCapitalIncrease_Decrease,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_No.ofIrishBasedRDEmployeesYE_III_BaseYear_0,,Accounts,,Info,No.ofIrishBasedRDEmployeesYE,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_PromotersEquityInvestment_Divestment_III_BaseYear_plus_3_0,,Accounts,,Info,PromotersEquityInvestment_Divestment,BaseYear_plus_3
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1051_III_31_12_18_0,,Accounts,,BS,Row1051,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1161_III_31_12_25_0,,Accounts,,BS,Row1161,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1681_III_BaseYear_plus_4_0,,Accounts,,Cash,Row1681,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_TradeCreditors_III_BaseYear_minus_1_0,144.0,Accounts,,Cash,TradeCreditors,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_PreferenceShares_III_30_12_24_0,,Accounts,,BS,PreferenceShares,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Newfunding_III_BaseYear_plus_4_0,,Accounts,,Cash,Newfunding,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OwnProduct_ServiceProducedSoldinIreland_III_31_12_19_0,3343.0,Accounts,,PL,OwnProduct_ServiceProducedSoldinIreland,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_ProfitRetainedfortheYear_III_31_12_19_0,730.1,Accounts,,PL,ProfitRetainedfortheYear,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1371_III_BaseYear_plus_2_0,,Accounts,,Cash,Row1371,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Financedby_III_31_12_21_0,,Accounts,,BS,Financedby,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_RDSalaries_III_31_12_18_0,,Accounts,,PL,RDSalaries,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_NetClosingCashExclShortTermFacilities_III_BaseYear_plus_1_0,,Accounts,,Cash,NetClosingCashExclShortTermFacilities,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_OtherLongTermLiabilitiesinclEIRepayableAdvances_III_31_12_21_0,,Accounts,,BS,OtherLongTermLiabilitiesinclEIRepayableAdvances,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Group_III_BaseYear_0,0.0,Accounts,,Cash,Group,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row581_III_31_12_18_0,169.0999999999999,Accounts,,PL,Row581,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Ordequity_III_BaseYear_0,0.0,Accounts,,Cash,Ordequity,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OtherCostofGoodsSold_III_31_12_23_0,12.0,Accounts,,PL,OtherCostofGoodsSold,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Leases_III_31_12_23_0,,Accounts,,BS,Leases,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_WorkingCapitalIncrease_Decrease_III_BaseYear_plus_3_0,,Accounts,,Cash,WorkingCapitalIncrease_Decrease,BaseYear_plus_3
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row461_III_31_12_19_0,,Accounts,,PL,Row461,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Shorttermloans_Leasing_III_BaseYear_minus_1_0,0.0,Accounts,,Cash,Shorttermloans_Leasing,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_TotalSales_III_31_12_22_0,3540.0,Accounts,,PL,TotalSales,31_12_22
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Accruals_OtherCreditors_III_31_12_21_0,161.0,Accounts,,BS,Accruals_OtherCreditors,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OperatingExpenditure_III_30_12_24_0,,Accounts,,PL,OperatingExpenditure,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_InvoiceDiscountingBalance_III_BaseYear_plus_1_0,0.0,Accounts,,Cash,InvoiceDiscountingBalance,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_CurrentLiabilities_III_31_12_22_0,,Accounts,,BS,CurrentLiabilities,31_12_22
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Liabilities1Year_III_31_12_19_0,,Accounts,,BS,Liabilities1Year,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_OperatingCashInflow_Outflow_III_BaseYear_minus_1_0,689.5,Accounts,,Cash,OperatingCashInflow_Outflow,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_YearEnd_III_BaseYear_0,44196.0,Accounts,,Info,YearEnd,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_InvoicediscountingYEBalance_III_31_12_19_0,0.0,Accounts,,BS,InvoicediscountingYEBalance,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_OrdinarySharesSharePremium_III_30_12_24_0,0.0,Accounts,,BS,OrdinarySharesSharePremium,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1141_III_31_12_20_0,,Accounts,,BS,Row1141,31_12_20
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_OpeningCashBalance_minus_includesFacilities_III_BaseYear_plus_1_0,542.0,Accounts,,Cash,OpeningCashBalance_minus_includesFacilities,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_OrdinarySharesSharePremium_III_31_12_21_0,0.0,Accounts,,BS,OrdinarySharesSharePremium,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_EIgrant_III_BaseYear_0,,Accounts,,Cash,EIgrant,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Servicingoffunding_III_BaseYear_plus_3_0,,Accounts,,Cash,Servicingoffunding,BaseYear_plus_3
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Capex_minus_Tangible_III_BaseYear_plus_4_0,-29.5,Accounts,,Cash,Capex_minus_Tangible,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Overdraft_III_BaseYear_plus_2_0,0.0,Accounts,,Cash,Overdraft,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TradeCreditors_III_31_12_19_0,396.0,Accounts,,BS,TradeCreditors,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1531_III_BaseYear_minus_2_0,,Accounts,,Cash,Row1531,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_No.ofIrishBasedRDEmployeesYE_III_BaseYear_plus_4_0,0.0,Accounts,,Info,No.ofIrishBasedRDEmployeesYE,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_CashavailableforServicingFinancingObligations_III_BaseYear_plus_2_0,,Accounts,,Cash,CashavailableforServicingFinancingObligations,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Profit_LossbeforeTax_III_31_12_23_0,,Accounts,,PL,Profit_LossbeforeTax,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_OperatingCashInflow_Outflow_III_BaseYear_plus_4_0,,Accounts,,Cash,OperatingCashInflow_Outflow,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OperatingExpenditure_III_31_12_18_0,,Accounts,,PL,OperatingExpenditure,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_CashavailableforServicingFinancingObligations_III_BaseYear_minus_2_0,,Accounts,,Cash,CashavailableforServicingFinancingObligations,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_DistributionSalesofOtherCosProduct_III_31_12_25_0,1.0,Accounts,,PL,DistributionSalesofOtherCosProduct,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Accruals_OtherCreditors_III_BaseYear_plus_1_0,-37.0,Accounts,,Cash,Accruals_OtherCreditors,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Group_III_BaseYear_minus_2_0,,Accounts,,Cash,Group,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TotalCurrentAssets_III_31_12_20_0,1385.5,Accounts,,BS,TotalCurrentAssets,31_12_20
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Stocks_III_BaseYear_plus_3_0,0.0,Accounts,,Cash,Stocks,BaseYear_plus_3
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TangibleFixedAssets_III_31_12_23_0,1132.3,Accounts,,BS,TangibleFixedAssets,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_Site_BuildingsPurchase_III_BaseYear_plus_2_0,,Accounts,,Info,Site_BuildingsPurchase,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_IndirectLabourexcludingRDSalaries_III_31_12_25_0,435.0,Accounts,,PL,IndirectLabourexcludingRDSalaries,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_IntangibleassetExclCapitalisedRD_III_BaseYear_0,,Accounts,,Info,IntangibleassetExclCapitalisedRD,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1311_III_BaseYear_minus_1_0,€000's,Accounts,,Cash,Row1311,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_PromotersEquityInvestment_Divestment_III_BaseYear_minus_2_0,,Accounts,,Info,PromotersEquityInvestment_Divestment,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row951_III_31_12_19_0,,Accounts,,BS,Row951,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_CapitalExpenditure_III_BaseYear_plus_1_0,-29.499999999999957,Accounts,,Cash,CapitalExpenditure,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_VAT_PAYE_PRSIpaid_Recvedinyear_III_BaseYear_minus_2_0,262.0,Accounts,,Info,VAT_PAYE_PRSIpaid_Recvedinyear,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Other_III_BaseYear_minus_1_0,0.0,Accounts,,Cash,Other,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1861_III_BaseYear_plus_1_0,,Accounts,,Cash,Row1861,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_OverdraftFacility_III_BaseYear_0,,Accounts,,Cash,OverdraftFacility,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_NetAssets_III_31_12_22_0,1722.0,Accounts,,BS,NetAssets,31_12_22
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Directors_ShareholdersLoans_III_30_12_24_0,0.0,Accounts,,BS,Directors_ShareholdersLoans,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TradeDebtors_III_31_12_18_0,493.0,Accounts,,BS,TradeDebtors,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_NetCurrentAssets_III_31_12_25_0,590.5,Accounts,,BS,NetCurrentAssets,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OwnProduct_ServiceProducedSoldinIreland_III_31_12_21_0,1635.0,Accounts,,PL,OwnProduct_ServiceProducedSoldinIreland,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_No.ofGlobalRDEmployeesYE_III_BaseYear_plus_4_0,17.0,Accounts,,Info,No.ofGlobalRDEmployeesYE,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1051_III_31_12_20_0,,Accounts,,BS,Row1051,31_12_20
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_EIEquityAssistanceThisapplicationonly_III_30_12_24_0,0.0,Accounts,,BS,EIEquityAssistanceThisapplicationonly,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Prepayments_OtherDebtors_III_BaseYear_plus_1_0,-0.4000000000000057,Accounts,,Cash,Prepayments_OtherDebtors,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Group_III_BaseYear_plus_4_0,0.0,Accounts,,Cash,Group,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Shorttermloans_Leasing_III_BaseYear_plus_1_0,-0.9499999999999886,Accounts,,Cash,Shorttermloans_Leasing,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row481_III_31_12_22_0,,Accounts,,PL,Row481,31_12_22
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1371_III_BaseYear_plus_4_0,,Accounts,,Cash,Row1371,BaseYear_plus_4
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_WorkingCapitalIncrease_Decrease_III_BaseYear_0,,Accounts,,Cash,WorkingCapitalIncrease_Decrease,BaseYear
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1141_III_31_12_18_0,,Accounts,,BS,Row1141,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row461_III_30_12_24_0,,Accounts,,PL,Row461,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_BankOverdraftFacilityLimitinProjectedYears_III_31_12_18_0,0.0,Accounts,,BS,BankOverdraftFacilityLimitinProjectedYears,31_12_18
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row551_III_31_12_21_0,,Accounts,,PL,Row551,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_CapitalisedRD000s_III_BaseYear_plus_5_0,0.0,Accounts,,Info,CapitalisedRD000s,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row721_III_31_12_25_0,,Accounts,,PL,Row721,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_AccountStatus_III_31_12_25_0,Projected,Accounts,,PL,AccountStatus,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_PromotersEquityInvestment_Divestment_III_BaseYear_plus_5_0,0.0,Accounts,,Info,PromotersEquityInvestment_Divestment,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_TotalLiabilities1Year_III_31_12_19_0,0.0,Accounts,,BS,TotalLiabilities1Year,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Row1161_III_31_12_23_0,,Accounts,,BS,Row1161,31_12_23
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_OrdinarySharesSharePremium_III_31_12_19_0,,Accounts,,BS,OrdinarySharesSharePremium,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1681_III_BaseYear_plus_2_0,,Accounts,,Cash,Row1681,BaseYear_plus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_EIgrant_III_BaseYear_plus_1_0,0.0,Accounts,,Cash,EIgrant,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_FixedAssets_III_31_12_19_0,,Accounts,,BS,FixedAssets,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Otherfinancingrequirements_III_BaseYear_plus_5_0,,Accounts,,Cash,Otherfinancingrequirements,BaseYear_plus_5
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_GrantAmortisationThisapplicationonly_III_31_12_19_0,,Accounts,,PL,GrantAmortisationThisapplicationonly,31_12_19
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Info_III_BankOverdraftFacilityLimitforProjectedYears_III_BaseYear_minus_2_0,,Accounts,,Info,BankOverdraftFacilityLimitforProjectedYears,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Total_III_BaseYear_minus_2_0,,Accounts,,Cash,Total,BaseYear_minus_2
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_TradeDebtors_III_BaseYear_minus_1_0,-191.0,Accounts,,Cash,TradeDebtors,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Preferredequity_III_BaseYear_minus_1_0,0.0,Accounts,,Cash,Preferredequity,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_Row1681_III_BaseYear_minus_1_0,,Accounts,,Cash,Row1681,BaseYear_minus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OtherCostofGoodsSold_III_31_12_21_0,12.0,Accounts,,PL,OtherCostofGoodsSold,31_12_21
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_OwnProduct_ServiceProducedAbroadsoldAbroad_III_30_12_24_0,0.0,Accounts,,PL,OwnProduct_ServiceProducedAbroadsoldAbroad,30_12_24
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,Cash_III_WorkingCapitalIncrease_Decrease_III_BaseYear_plus_1_0,,Accounts,,Cash,WorkingCapitalIncrease_Decrease,BaseYear_plus_1
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,PL_III_Row691_III_31_12_25_0,,Accounts,,PL,Row691,31_12_25
2023-10-12T16:24:48.846715737,Complex_Financial_2.xlsx,BS_III_Provisions_Grants_OtherReserves_III_31_12_22_0,0.0,Accounts,,BS,Provisions_Grants_OtherReserves,31_12_22
